"police_department","state","ORI","civilian_complaints_sustained_2020","civilian_complaints_reported_2020","discrimination_complaints_reported_2020","discrimination_complaints_sustained_2020"
"Mccook County Sheriff's Office","SD","SD0430000",0,0,0,0
"Spink County Sheriff's Office","SD","SD0570000",0,1,0,0
"Bradley County Sheriff's Office","TN","TN0060000",0,2,0,0
"Carroll County Sheriff's Office","TN","TN0090000",0,8,0,0
"Cheatham County Sheriff's Office","TN","TN0110000",1,8,0,0
"Cumberland County Sheriff's Office","TN","TN0180000",1,11,0,0
"Dyer County Sheriff's Office","TN","TN0230000",0,5,0,0
"Hamilton County Sheriff's Office","TN","TN0330000",17,45,0,0
"Houston County Sheriff's Office","TN","TN0420000",0,1,0,0
"Knox County Sheriff's Office","TN","TN0470000",23,109,0,0
"Marion County Sheriff's Office","TN","TN0580000",0,0,0,0
"Montgomery County Sheriff's Office","TN","TN0630000",1,9,0,0
"Morgan County Sheriff's Office","TN","TN0650000",1,1,0,0
"Perry County Sheriff's Office","TN","TN0680000",0,2,0,0
"Shelby County Sheriff's Office","TN","TN0790000",17,139,0,0
"Sullivan County Sheriff's Office","TN","TN0820000",4,16,0,0
"Sumner County Sheriff's Office","TN","TN0830000",3,7,0,0
"Van Buren County Sheriff's Office","TN","TN0880000",0,2,0,0
"Williamson County Sheriff's Office","TN","TN0940000",2,6,0,0
"Bexar County Sheriff's Office","TX","TX0150000",0,0,0,0
"Brazos County Sheriff's Office","TX","TX0210000",0,0,0,0
"Cochran County Sheriff","TX","TX0400000",0,0,0,0
"Collin County Sheriff's Office","TX","TX0430000",8,19,0,0
"Dallas County Sheriff's Office","TX","TX0570000",83,236,0,0
"Deaf Smith County Sheriff's Office","TX","TX0590000",0,0,0,0
"Denton County Sheriff's Office","TX","TX0610000",0,0,0,0
"Dickens County Sheriff's Office","TX","TX0630000",0,0,0,0
"Donley County Sheriff's Office","TX","TX0650000",0,0,0,0
"Duval County Sheriff's Office","TX","TX0660000",0,2,0,0
"Ector County Sheriff's Office","TX","TX0680000",0,0,0,0
"Foard County Sheriff's Office","TX","TX0780000",0,0,0,0
"Fort Bend County Sheriff's Office","TX","TX0790000",6,35,0,0
"Grimes County Sheriff's Office","TX","TX0930000",0,4,0,0
"Guadalupe County Sheriff's Office","TX","TX0940000",1,9,0,0
"Harrison County Sheriff's Office","TX","TX1020000",0,0,0,0
"Haskell County Sheriff's Office","TX","TX1040000",0,0,0,0
"Hays County Sheriff's Office","TX","TX1050000",2,19,0,0
"Houston County Sheriff's Office","TX","TX1130000",0,0,0,0
"Jackson County Sheriff's Office","TX","TX1200000",0,0,0,0
"Jasper County Sheriff's Office","TX","TX1210000",0,1,0,0
"Jeff Davis County Sheriff's Office","TX","TX1220000",0,0,0,0
"Jefferson County Sheriff's Office","TX","TX1230000",35,40,0,0
"Jones County Sheriff's Office","TX","TX1270000",0,1,0,0
"Karnes County Sheriff's Office","TX","TX1280000",0,0,0,0
"Lee County Sheriff's Office","TX","TX1440000",1,1,0,0
"Leon County Sheriff's Office","TX","TX1450000",0,0,0,0
"Live Oak County Sheriff's Office","TX","TX1490000",0,0,0,0
"Menard County Sheriff's Office","TX","TX1640000",0,0,0,0
"Panola County Sheriff's Office","TX","TX1830000",0,0,0,0
"Parmer County Sheriff's Office","TX","TX1850000",0,0,0,0
"Potter County Sheriff's Office","TX","TX1880000",1,3,0,0
"Randall County Sheriff's Office","TX","TX1910000",0,2,0,0
"Reagan County Sheriff's Office","TX","TX1920000",0,0,0,0
"Real County Sheriff's Office","TX","TX1930000",0,1,0,0
"Shackelford County Sheriff's Office","TX","TX2090000",0,0,0,0
"Starr County Sheriff's Office","TX","TX2140000",0,0,0,0
"Stephens County Sheriff's Office","TX","TX2150000",0,0,0,0
"Terrell County Sheriff's Office","TX","TX2220000",0,0,0,0
"Travis County Sheriff's Office","TX","TX2270000",2,9,0,0
"Victoria County Sheriff's Office","TX","TX2350000",0,0,0,0
"Webb County Sheriff's Office","TX","TX2400000",0,18,0,0
"Williamson County Sheriff's Office","TX","TX2460000",2,16,0,0
"Beaver County Sheriff's Office","UT","UT0010000",0,0,0,0
"Davis County Sheriff's Office","UT","UT0060000",0,8,0,0
"Kane County Sheriff's Office","UT","UT0130000",0,1,0,0
"Millard County Sheriff's Office","UT","UT0140000",0,2,0,0
"Unified Police Department Of Greater Salt Lake","UT","UT0180000",0,1063,0,0
"Tooele County Sheriff's Office","UT","UT0230000",3,3,0,0
"Utah County Sheriff's Office","UT","UT0250000",0,0,0,0
"Amherst County Sheriff's Office","VA","VA0050000",4,5,0,0
"Bath County Sheriff's Office","VA","VA0090000",0,1,0,0
"Buchanan County Sheriff's Office","VA","VA0140000",0,3,0,0
"Clarke County Sheriff's Office","VA","VA0220000",0,4,0,0
"Dickenson County Sheriff's Office","VA","VA0260000",0,2,0,0
"Fauquier County Sheriff's Office","VA","VA0300000",20,52,0,0
"Frederick County Sheriff's Office","VA","VA0340000",0,0,0,0
"Greene County Sheriff's Office","VA","VA0390000",0,0,0,0
"Hanover County Sheriff's Office","VA","VA0420000",1,6,0,0
"Henry County Sheriff's Office","VA","VA0440000",2,3,0,0
"Highland County Sheriff's Office","VA","VA0450000",0,1,0,0
"King William County Sheriff's Office","VA","VA0500000",0,3,0,0
"Mathews County Sheriff's Office","VA","VA0570000",0,1,0,0
"Montgomery County Sheriff's Office","VA","VA0600000",2,5,0,0
"Page County Sheriff's Office","VA","VA0690000",0,2,0,0
"Smyth County Sheriff's Office","VA","VA0860000",0,1,0,0
"Stafford County Sheriff's Office","VA","VA0890000",10,18,0,0
"Surry County Sheriff's Office","VA","VA0900000",2,2,0,0
"Westmoreland County Sheriff's Office","VA","VA0950000",0,0,0,0
"Bennington County Sheriff's Office","VT","VT0020000",0,5,0,0
